time,id,y,x
1,1,-0.11334815185863,-2.08666944360195
1,2,0.505578662891147,-1.73073505801371
1,3,6.14113667965469,-0.441129262432979
1,4,3.49190256193486,0.758247047520897
1,5,1.51596356866818,-1.05436338793111
1,6,-0.606378525079408,-0.992283337548914
1,7,6.67614235376556,0.464046513006688
1,8,2.78975326127826,0.0687085455212596
1,9,3.63136247344264,0.438161412365371
1,10,4.07554192989278,0.734260357542623
1,11,3.23479742312259,-0.0823469049716058
1,12,2.47260367530737,-0.494831169246407
1,13,3.05108130305007,-0.278474242048323
1,14,4.41097803654267,1.32783639266109
1,15,2.94471723600909,0.581116232858096
1,16,5.40769305187013,1.22733785525132
1,17,3.66261409048489,1.31086249225345
1,18,5.31592586067485,1.18759096918229
1,19,5.98479122730294,1.18203808056423
1,20,9.89468579088895,2.23473416835178
1,21,4.35334572961199,0.575059964098364
1,22,0.218275649291693,-0.232080025110277
1,23,0.33154244784538,-0.535517477904453
1,24,0.0753577727616995,0.375045804899552
1,25,-0.113819023983816,-0.500020418551664
2,1,1.4003870291444,0.489379516409381
2,2,5.7180139191022,1.70587278116007
2,3,4.90369796742689,1.07045338563067
2,4,4.33655006804049,0.627444317243852
2,5,2.47959804238068,0.323528751490508
2,6,3.95372554831305,1.27173509426732
2,7,7.2312877781619,0.972746435138346
2,8,2.64253575166973,0.819178992540216
2,9,2.10567478387692,-0.735156091446264
2,10,4.53713155340258,1.39880788794012
2,11,2.00087667422598,-0.151838888243577
2,12,1.19983283374508,-1.05361364247335
2,13,2.03975213717899,-0.389349503989423
2,14,3.8834627395986,0.218053875222201
2,15,0.302516639982078,-1.90630014237332
2,16,4.91345257719922,0.146357119242397
2,17,1.08600221126851,-0.750457842088384
2,18,8.28002279416038,0.481215078793519
2,19,-0.336911550087698,-1.18877708396166
2,20,10.5032563556011,1.05174613262859
2,21,3.2466360175758,-0.920368983570468
2,22,1.90369807714927,0.775436051190041
2,23,3.72088567205058,0.432584587927122
2,24,4.07674827566781,1.16948957989614
2,25,2.8570569372313,0.533891787533073
3,1,3.51545947784732,-0.551271004271136
3,2,3.81143442952304,0.468187653340328
3,3,5.08329563213267,-0.519430000868008
3,4,2.50063750017968,-1.47292364518887
3,5,3.20822151551328,0.354482759056624
3,6,1.15161865396964,-0.990820530403882
3,7,3.93442162685968,-0.312265117466658
3,8,4.15546417293326,1.2041621521827
3,9,2.85201403260645,0.470062927365571
3,10,4.43723247442938,1.4662038322857
3,11,5.21404314317319,0.641157753710866
3,12,0.161223657555191,-0.0682776446811914
3,13,4.97349097856965,1.14957414429513
3,14,1.22286263025264,-0.436640094689512
3,15,1.72737981975383,0.855977607986379
3,16,4.1620575931923,1.40391231023792
3,17,1.4401096988958,0.399337916480376
3,18,3.97935690852411,0.730414859599022
3,19,3.46585781110727,1.53889632222927
3,20,8.55277856792433,0.367595717988069
3,21,1.87748277628353,-1.08061225901315
3,22,-0.442878259523546,-0.612222239360081
3,23,-0.089835965231629,-1.05891933792428
3,24,-0.876197697950474,-1.68560906392112
3,25,1.0556056106305,-0.529219858558477
4,1,1.68523850162533,-0.205733036734361
4,2,5.55652374919955,-1.14012632353806
4,3,4.15501165490048,0.261440461262581
4,4,3.70536818859993,1.11776948816463
4,5,3.79732513474329,1.1863790358556
4,6,3.94882248074549,0.296856585082467
4,7,5.29746900930973,0.731932493163389
4,8,1.18846872517031,0.156947976757766
4,9,3.81465446723573,0.912687475623067
4,10,3.04568335044054,0.621393129836231
4,11,4.50233109566799,-0.0753182724882381
4,12,4.04500319894583,1.2692735553879
4,13,4.92538267113207,1.04587841846038
4,14,1.12362873350604,-0.665447304820103
4,15,1.5943035164916,0.156481970626324
4,16,2.63375614300974,-0.909184650909258
4,17,0.0909618813348657,-0.876658573839388
4,18,3.84799808833997,0.717823124769569
4,19,4.24493338390016,-0.317234110434697
4,20,7.6223144726577,0.149004823098804
4,21,5.76696401373078,0.81831764757356
4,22,-0.220331483090056,-0.0164598992305011
4,23,1.71354112924701,0.122195484155091
4,24,2.02268397617606,0.57180180035788
4,25,-0.303340605173304,-0.482350570967446
5,1,3.16840462611011,0.359399508092945
5,2,4.95836415758631,0.999898628133293
5,3,4.65769594674356,0.214007583193982
5,4,6.22362173881309,1.3968911080209
5,5,0.827372033178548,-0.818050138337359
5,6,2.34890384488955,-0.603652005187749
5,7,4.88880375560281,-0.118109096318377
5,8,3.27756540732719,1.42199631455575
5,9,6.47632947925925,1.8251828982837
5,10,7.72935436604659,2.34190168929633
5,11,7.80345799614108,1.44850045239683
5,12,5.72937556225596,2.12906681189327
5,13,3.10258059342998,-0.197900936351008
5,14,4.59518558593461,1.50711924663501
5,15,1.13558454838419,-0.0630855057363666
5,16,2.55757630807368,1.50818969777978
5,17,1.91567812963622,1.78455954838822
5,18,5.83527494413593,2.02749248556955
5,19,4.8986362779435,1.57856013184308
5,20,4.06498508894547,-0.968283954435217
5,21,4.03335778647051,-0.414205952073887
5,22,-0.694512937118787,-0.695223527716639
5,23,-0.35195092337628,-0.567044494275365
5,24,-2.90991475925414,-2.4061398180326
5,25,-1.98831366889967,-1.77737960496969
6,1,2.61500431876383,0.096951451080652
6,2,2.21269215092652,-0.745196785323894
6,3,4.131711865903,0.556739225110613
6,4,6.32220353638416,0.826952117914747
6,5,2.56934635090139,1.00856340365077
6,6,4.57444284742509,0.846577454447721
6,7,6.42631899276745,0.853532480492432
6,8,2.3212777039737,0.432183286910033
6,9,4.62850661030376,0.506289400619103
6,10,4.87896074189071,0.701148068541658
6,11,7.43600556570239,0.0158327345205229
6,12,4.55499376920224,-0.352886373608581
6,13,1.0543817267601,-1.16739133007607
6,14,4.84948592810209,0.847882192101201
6,15,0.657236694499981,-1.35875222029834
6,16,4.71273069714539,1.47437138924536
6,17,2.29750655366169,0.23939499956309
6,18,3.54900703793513,-0.840761115743623
6,19,-0.66124751241007,-0.641172548023851
6,20,3.29361873811014,0.122515018320731
6,21,-0.322779713393149,-1.68816375133101
6,22,-3.43723218102968,-1.53820692754354
6,23,-4.95274797958528,-1.93604598356718
6,24,-1.69522061928992,-1.1981535952606
6,25,-1.22916448299186,0.232305763912602
7,1,-0.341325728459203,-1.43861123451525
7,2,1.91883196162318,-0.326378447920076
7,3,3.40863792926107,-0.0705752420805316
7,4,5.18015544273321,-0.112589948693651
7,5,1.29082293071873,-0.192382231698006
7,6,3.98058174978268,0.26815466601721
7,7,5.38718108071402,0.332002401065108
7,8,4.82651876775202,0.344510947336292
7,9,1.91889799147028,-0.562291569554563
7,10,3.87501551859112,0.480782259773982
7,11,2.33581237082792,-1.21282162328147
7,12,3.04156000859505,0.443478999717578
7,13,-0.120153917060432,-1.93947592287712
7,14,1.05480572869129,-0.840007997599877
7,15,0.85261831645546,-0.143638033079208
7,16,0.545217468364196,-2.06942498742205
7,17,0.000291163897403398,-0.325628538317892
7,18,1.34462161288106,0.267840836087614
7,19,5.14475154995498,0.882093576381107
7,20,7.41893841049452,1.24505669188907
7,21,3.79301315266009,1.95330067194404
7,22,2.37585620044902,1.85609382574276
7,23,0.699845754745013,0.765039675499203
7,24,0.942971822774504,0.808633563413168
7,25,1.76747068646447,0.698676580866386
8,1,-0.124738347637358,-0.370961872295849
8,2,0.715433379384961,-0.130482758401693
8,3,0.685478505400593,-1.77123864501676
8,4,1.29752332439845,-1.45316579490307
8,5,-1.70274300085869,-1.26230218498615
8,6,2.17084580423793,0.580633452066435
8,7,2.55231588414892,-1.07492278939871
8,8,3.55035714993549,1.34431453316543
8,9,2.55272558695111,0.599899855422194
8,10,4.1461495185147,0.117227394921547
8,11,2.00047451646719,-0.821954004587956
8,12,1.81580928632857,0.480426691223456
8,13,0.703022951475952,-1.03392057948969
8,14,2.94103103653842,0.861951070074256
8,15,-0.816765059436455,-0.0867954991844637
8,16,-0.514184837256795,-0.611073172777617
8,17,0.136583505472849,0.788800108023942
8,18,3.62249474734335,1.07242849069814
8,19,7.00574519312183,1.22512017565333
8,20,8.82736771029894,0.45696040550022
8,21,6.95399584992223,1.57251455885443
8,22,3.01839077720833,1.11529901226267
8,23,3.29473094303977,0.305036767850722
8,24,1.85858576558627,0.341418388309654
8,25,0.534932087556694,-1.17737411154996
9,1,0.940171256787414,0.362759394149466
9,2,2.22044421104997,0.73664478382713
9,3,-0.955017299521185,-0.748647335775544
9,4,1.9179946755037,0.871755628502164
9,5,-2.76157262161647,-0.579466182924732
9,6,-0.262577453997788,-0.547582521238996
9,7,2.79441622602824,0.403585847391523
9,8,2.68555334276158,-0.0525874392669955
9,9,0.739843573333867,-1.36029594106764
